transaction_id,account_id,OpeningDate_ID,Amount
517,146,931,447.89
673,146,931,457.32
705,146,931,460.47
264,147,280,69.89
285,147,280,438.4
622,147,280,314.26
266,148,484,299.31
284,148,484,423.27
628,148,484,303.8
268,150,1147,162.0
268,150,1147,162.0
268,150,1147,162.0
513,150,1147,256.33
513,150,1147,256.33
513,150,1147,256.33
794,150,1147,113.28
794,150,1147,113.28
794,150,1147,113.28
280,151,772,111.3
730,151,772,439.47
742,151,772,152.27
913,151,772,232.51
281,149,681,72.82
315,149,681,296.78
378,149,681,330.62
527,149,681,473.48
283,106,578,345.01
737,106,578,499.43
751,106,578,253.72
786,106,578,165.52
965,106,578,276.04
291,126,983,185.4
291,126,983,185.4
625,126,983,147.84
625,126,983,147.84
830,126,983,205.97
830,126,983,205.97
295,152,1359,100.03
295,152,1359,100.03
295,152,1359,100.03
763,152,1359,425.53
763,152,1359,425.53
763,152,1359,425.53
303,154,813,437.18
419,154,813,404.93
512,154,813,108.9
603,154,813,447.97
815,154,813,367.84
314,157,414,275.86
314,157,414,275.86
314,157,414,275.86
798,157,414,278.74
798,157,414,278.74
798,157,414,278.74
321,124,889,202.62
342,124,889,487.49
482,124,889,394.32
583,124,889,343.51
590,124,889,155.67
981,124,889,108.92
347,161,372,345.59
347,161,372,345.59
347,161,372,345.59
535,161,372,212.75
535,161,372,212.75
535,161,372,212.75
355,6,857,133.73
362,6,857,224.95
720,6,857,355.71
729,6,857,459.81
359,164,383,375.24
359,164,383,375.24
359,164,383,375.24
479,164,383,116.7
479,164,383,116.7
479,164,383,116.7
632,164,383,397.28
632,164,383,397.28
632,164,383,397.28
649,164,383,271.14
649,164,383,271.14
649,164,383,271.14
363,165,1376,22.8
363,165,1376,22.8
363,165,1376,22.8
371,165,1376,232.37
371,165,1376,232.37
371,165,1376,232.37
687,165,1376,475.03
687,165,1376,475.03
687,165,1376,475.03
997,165,1376,484.0
997,165,1376,484.0
997,165,1376,484.0
372,160,700,468.14
372,160,700,468.14
885,160,700,29.94
885,160,700,29.94
979,160,700,61.01
979,160,700,61.01
991,160,700,360.28
991,160,700,360.28
375,153,226,303.86
375,153,226,303.86
375,153,226,303.86
487,153,226,352.65
487,153,226,352.65
487,153,226,352.65
601,153,226,270.43
601,153,226,270.43
601,153,226,270.43
672,153,226,279.09
672,153,226,279.09
672,153,226,279.09
945,153,226,496.21
945,153,226,496.21
945,153,226,496.21
380,168,301,225.28
380,168,301,225.28
768,168,301,61.58
768,168,301,61.58
393,169,73,483.56
400,169,73,144.38
554,169,73,194.16
576,169,73,196.15
850,169,73,182.03
398,170,899,82.62
475,170,899,221.71
493,170,899,330.1
524,170,899,198.58
645,170,899,273.08
658,170,899,230.88
661,170,899,160.14
903,170,899,183.25
973,170,899,425.05
407,159,243,141.26
407,159,243,141.26
407,159,243,141.26
623,159,243,436.82
623,159,243,436.82
623,159,243,436.82
777,159,243,184.9
777,159,243,184.9
777,159,243,184.9
409,171,1136,173.43
409,171,1136,173.43
409,171,1136,173.43
415,171,1136,349.89
415,171,1136,349.89
415,171,1136,349.89
438,171,1136,348.35
438,171,1136,348.35
438,171,1136,348.35
761,171,1136,237.52
761,171,1136,237.52
761,171,1136,237.52
911,171,1136,477.01
911,171,1136,477.01
911,171,1136,477.01
411,104,799,175.83
630,104,799,273.11
789,104,799,387.54
422,71,1482,207.53
422,71,1482,207.53
422,71,1482,207.53
538,71,1482,391.2
538,71,1482,391.2
538,71,1482,391.2
695,71,1482,349.73
695,71,1482,349.73
695,71,1482,349.73
707,71,1482,304.73
707,71,1482,304.73
707,71,1482,304.73
995,71,1482,31.22
995,71,1482,31.22
995,71,1482,31.22
429,172,425,352.67
429,172,425,352.67
429,172,425,352.67
872,172,425,54.83
872,172,425,54.83
872,172,425,54.83
431,173,244,87.19
492,173,244,451.04
655,173,244,195.62
783,173,244,461.45
892,173,244,372.59
433,174,499,117.2
547,174,499,327.44
443,176,222,363.68
521,176,222,84.98
733,176,222,288.39
444,136,1439,49.79
484,136,1439,482.81
594,136,1439,346.16
906,136,1439,272.05
923,136,1439,34.46
451,95,691,206.23
451,95,691,206.23
451,95,691,206.23
451,95,691,206.23
689,95,691,486.54
689,95,691,486.54
689,95,691,486.54
689,95,691,486.54
780,95,691,116.87
780,95,691,116.87
780,95,691,116.87
780,95,691,116.87
828,95,691,375.91
828,95,691,375.91
828,95,691,375.91
828,95,691,375.91
860,95,691,255.19
860,95,691,255.19
860,95,691,255.19
860,95,691,255.19
864,95,691,130.18
864,95,691,130.18
864,95,691,130.18
864,95,691,130.18
464,166,876,166.03
784,166,876,495.3
472,156,1,330.14
548,156,1,60.05
676,156,1,55.73
791,156,1,100.34
807,156,1,271.67
924,156,1,368.39
950,156,1,329.5
478,177,1384,69.6
852,177,1384,250.75
914,177,1384,143.16
486,178,1035,289.72
486,178,1035,289.72
778,178,1035,171.77
778,178,1035,171.77
890,178,1035,255.18
890,178,1035,255.18
494,180,1103,382.19
531,180,1103,417.56
552,180,1103,472.21
803,180,1103,136.9
967,180,1103,272.85
495,181,1429,157.69
668,181,1429,207.68
919,181,1429,464.69
549,185,792,478.11
549,185,792,478.11
549,185,792,478.11
551,186,1097,465.86
685,186,1097,180.31
718,186,1097,98.94
553,187,890,140.99
592,187,890,202.06
560,184,219,323.57
580,189,676,123.56
927,189,676,214.46
936,189,676,85.14
589,190,1415,420.75
589,190,1415,420.75
589,190,1415,420.75
666,190,1415,393.86
666,190,1415,393.86
666,190,1415,393.86
776,190,1415,466.84
776,190,1415,466.84
776,190,1415,466.84
899,190,1415,74.05
899,190,1415,74.05
899,190,1415,74.05
609,191,689,229.77
609,191,689,229.77
609,191,689,229.77
781,191,689,35.78
781,191,689,35.78
781,191,689,35.78
833,191,689,362.98
833,191,689,362.98
833,191,689,362.98
611,192,1378,344.12
871,192,1378,235.7
618,60,285,164.26
652,60,285,336.6
635,193,580,107.07
879,193,580,53.28
638,16,533,241.14
638,16,533,241.14
638,16,533,241.14
656,194,1053,198.72
656,194,1053,198.72
656,194,1053,198.72
918,194,1053,431.4
918,194,1053,431.4
918,194,1053,431.4
698,175,39,249.22
758,175,39,442.31
745,196,359,291.71
745,196,359,291.71
757,196,359,467.19
757,196,359,467.19
845,196,359,53.36
845,196,359,53.36
994,196,359,499.3
994,196,359,499.3
762,197,478,246.77
796,197,478,375.39
808,198,1332,345.14
838,198,1332,230.93
898,182,330,123.69
935,113,540,317.19
935,113,540,317.19
935,113,540,317.19
966,127,1471,252.36
966,127,1471,252.36
